Cohort Date,Split 1,Split 2,Cohort Date.1,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share
2025-11-19,AffNet,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AffRain,Portugal,2025-11-19,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-19,AffRain,Ukraine,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AlexyAlex,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AlexyAlex,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-19,AlexyAlex,Serbia,,,,,,,,,,,,,,,,,,,,,
2025-11-19,Art_PC,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Mayotte,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Reunion,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bigtraff,Syria,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Albania,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Andorra,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Australia,2025-11-19,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-19,bulls,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Denmark,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Ireland,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Reunion,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Singapore,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Sweden,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,Ukraine,,,,,,,,,,,,,,,,,,,,,
2025-11-19,bulls,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-19,Bulls2,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-19,Bulls2,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-19,Bulls2,Country 3,,,,,,,,,,,,,,,,,,,,,
