,Cohort Date,Split 1,Split 2,Split 3,Cohort Date.1,Registration C,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share
148,2025-12-17,MarlerinoFB_TC_C,Canada,DZ,2025-12-17,57,7,179,1.43,42.86,0.0,42.86,229,9,253,253,10,253,10,10,253,910.0,60,138,126,126,126,42.86
149,2025-12-17,MarlerinoFB_TC_C,Spain,DZ,2025-12-17,8,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,130.0,36,36,36,36,36,0.0
150,2025-12-17,poxchka,Serbia,193_multifish,2025-12-17,2,1,14,1.0,0.0,0.0,0.0,14,1,14,14,1,14,1,1,14,60.0,12,12,12,12,12,0.0
151,2025-12-17,riddickspartners,Poland,inhouseinapp,2025-12-17,19,1,24,2.0,100.0,100.0,100.0,43,2,43,43,2,43,2,2,43,150.0,20,36,36,36,36,0.0
152,2025-12-17,RMT_one_C,Italy,32010,2025-12-17,3,1,20,4.0,100.0,0.0,100.0,60,3,80,80,4,80,4,4,80,130.0,45,71,71,71,71,100.0
153,2025-12-17,SAIDteam_FB2_S,Italy,Novikov,2025-12-17,8,1,30,2.0,100.0,100.0,100.0,60,2,60,60,2,60,2,2,60,250.0,55,55,55,55,55,0.0
154,2025-12-17,SAIDteam_FB2_S,Italy,Pushkin,2025-12-17,23,4,80,2.5,25.0,25.0,25.0,205,10,205,205,10,205,10,10,205,1000.0,176,176,171,171,171,0.0
155,2025-12-17,SAIDteam_FB_S,Poland,Sherekhov,2025-12-17,7,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,344.021106,19,19,19,19,19,100.0
156,2025-12-17,SAIDteam2_S,Canada,grinevich,2025-12-17,7,1,31,2.0,100.0,100.0,100.0,62,2,62,62,2,62,2,2,62,418.215213,52,52,52,52,52,0.0
157,2025-12-17,SAIDteam2_S,Czech Republic,grinevich,2025-12-17,10,3,123,3.33,100.0,66.67,100.0,277,8,297,349,10,349,10,10,349,442.7469566000001,161,177,144,144,144,0.0
158,2025-12-17,SAIDteam2_S,Czech Republic,Ilyhin,2025-12-17,1,1,51,9.0,100.0,100.0,100.0,216,9,216,216,9,216,9,9,216,0.0,186,186,185,185,185,0.0
159,2025-12-17,TheOne_C,Spain,10071,2025-12-17,5,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,0.0
160,2025-12-17,Trident_C,Austria,agro,2025-12-17,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-51,-105,17,17,17,100.0
161,2025-12-17,Trident_C,Austria,kls,2025-12-17,7,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,130.0,32,32,32,32,32,0.0
162,2025-12-17,Trident_C,Canada,alex003,2025-12-17,4,1,25,2.0,100.0,100.0,100.0,53,2,53,53,2,53,2,2,53,100.0,42,42,41,41,41,0.0
163,2025-12-17,Trident_C,Spain,tihon,2025-12-17,12,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,-23,-23,-23,-23,-23,100.0
164,2025-12-17,TS_KOKO_C,Italy,45KO,2025-12-17,5,2,40,4.0,100.0,100.0,100.0,101,5,161,161,8,161,8,8,161,290.0,-43,11,10,10,10,0.0
165,2025-12-17,TS_slot,Italy,22EA,2025-12-17,27,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,360.0,56,56,56,56,56,50.0
166,2025-12-17,TS_TIGER_S,Italy,6TN,2025-12-17,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,17,17,17,17,17,0.0
167,2025-12-17,Tsquad_SPEND_S,Italy,30SD,2025-12-17,1,1,40,2.0,100.0,100.0,100.0,60,2,60,60,2,60,2,2,60,0.0,48,48,48,48,48,0.0
168,2025-12-17,zm_crash,Belgium,0,2025-12-17,2,1,20,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,160.0,50,50,50,50,50,0.0
169,2025-12-17,zm_inapp_crash,Spain,427,2025-12-17,16,1,50,6.0,100.0,100.0,100.0,245,5,245,295,6,295,6,6,295,130.0,218,201,264,264,264,100.0
170,2025-12-17,zm_inapp_crash,Czech Republic,427,2025-12-17,32,4,103,1.25,25.0,0.0,25.0,103,4,103,123,5,123,5,5,123,400.0,74,72,90,90,90,0.0
171,2025-12-17,zm_inapp_crash,Poland,427,2025-12-17,36,2,55,1.0,0.0,0.0,0.0,55,2,55,55,2,55,2,2,55,200.0,14,47,47,47,47,50.0
172,2025-12-17,zm_slot,Austria,0,2025-12-17,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,200.0,17,17,17,17,17,100.0
173,2025-12-17,zm_slot,Belgium,0,2025-12-17,3,2,60,7.5,50.0,50.0,50.0,200,9,260,320,15,320,15,15,320,400.0,38,-98,-270,-270,-270,0.0
174,2025-12-16,Dephouse,Australia,14274,2025-12-16,3,1,37,1.0,0.0,0.0,0.0,37,1,37,37,1,37,1,1,37,200.0,28,28,28,28,28,0.0
175,2025-12-16,EKB_inapp_C,Czech Republic,7101,2025-12-16,5,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,100.0,13,15,15,15,15,0.0
176,2025-12-16,EKB_inapp_C,Italy,7103,2025-12-16,16,2,40,2.5,50.0,50.0,50.0,60,3,60,100,5,100,5,5,100,260.0,50,50,-41,-41,-41,50.0
177,2025-12-16,Marlerino_MM_C,Canada,RS,2025-12-16,1,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,28,28,28,28,28,100.0
178,2025-12-16,MarlerinoFB_DJ_C,Australia,Default,2025-12-16,4,1,56,2.0,100.0,100.0,100.0,113,2,113,113,2,113,2,2,113,130.0,96,96,96,96,96,0.0
179,2025-12-16,MarlerinoFB_DJ_C,Czech Republic,Default,2025-12-16,2,2,175,5.0,50.0,0.0,50.0,175,2,554,554,10,554,10,10,554,200.0,-10,327,327,327,327,0.0
180,2025-12-16,MarlerinoFB_DJ_C,Hungary,Default,2025-12-16,61,7,151,1.57,28.57,28.57,28.57,244,11,244,244,11,244,11,11,244,560.0,158,158,182,182,182,57.14
181,2025-12-16,MarlerinoFB_TC_C,Canada,DZ,2025-12-16,56,11,322,3.55,36.36,27.27,36.36,483,17,885,1065,39,1065,39,39,1065,1430.0,310,674,849,849,849,36.36
182,2025-12-16,poxchka,Serbia,22icemix2M182smart8,2025-12-16,2,1,43,1.0,0.0,0.0,0.0,43,1,43,43,1,43,1,1,43,60.0,-4,-4,-4,-4,-4,0.0
183,2025-12-16,SAIDteam_FB2_S,Italy,Pushkin,2025-12-16,9,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,250.0,33,33,33,33,33,0.0
184,2025-12-16,SAIDteam_FB_S,Poland,Sherekhov,2025-12-16,3,1,47,3.0,100.0,100.0,100.0,119,3,119,119,3,119,3,3,119,166.67195532000002,95,95,91,91,91,0.0
185,2025-12-16,SAIDteam2_S,Canada,grinevich,2025-12-16,19,2,62,1.0,0.0,0.0,0.0,62,2,62,62,2,62,2,2,62,565.52330952,55,55,55,55,55,0.0
186,2025-12-16,SAIDteam2_S,Czech Republic,grinevich,2025-12-16,5,1,21,3.0,100.0,100.0,100.0,62,3,62,62,3,62,3,3,62,299.7622383600001,36,36,36,36,36,0.0
187,2025-12-16,SAIDteam2_S,Czech Republic,Ilyhin,2025-12-16,1,1,21,2.0,100.0,0.0,100.0,21,1,41,41,2,41,2,2,41,0.0,13,31,31,31,31,0.0
188,2025-12-16,TheOne_C,Spain,10071,2025-12-16,18,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,130.0,69,69,69,69,69,0.0
189,2025-12-16,TheOne_C,Italy,10004,2025-12-16,24,4,80,2.0,100.0,100.0,100.0,160,8,160,160,8,160,8,8,160,520.0,138,138,138,138,138,0.0
190,2025-12-16,Trident_C,Austria,kls,2025-12-16,5,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,260.0,66,61,66,66,66,100.0
191,2025-12-16,Trident_C,Austria,ubaron,2025-12-16,3,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,130.0,34,34,34,34,34,0.0
192,2025-12-16,Trident_C,Austria,uliza,2025-12-16,23,3,60,1.0,0.0,0.0,0.0,60,3,60,60,3,60,3,3,60,390.0,30,28,29,29,29,33.33
193,2025-12-16,Trident_C,Austria,uvika,2025-12-16,1,1,20,13.0,100.0,100.0,100.0,3670,12,3670,3720,13,3720,13,13,3720,130.0,3405,3406,3207,3207,3207,100.0
194,2025-12-16,Trident_C,Austria,uvitalik,2025-12-16,16,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,100.0
195,2025-12-16,Trident_C,Spain,tihon,2025-12-16,18,2,70,1.5,50.0,50.0,50.0,120,3,120,120,3,120,3,3,120,200.0,104,104,104,104,104,50.0
196,2025-12-16,zm_crash,Belgium,0,2025-12-16,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,17,17,17,100.0
197,2025-12-16,zm_crash,Czech Republic,0,2025-12-16,1,1,27,1.0,0.0,0.0,0.0,27,1,27,27,1,27,1,1,27,100.0,20,19,19,19,19,0.0
198,2025-12-16,zm_crash,Greece,925,2025-12-16,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,-1,8,-1,-1,-1,0.0
199,2025-12-16,zm_inapp_crash,Spain,427,2025-12-16,18,3,60,1.33,33.33,33.33,33.33,80,4,80,80,4,80,4,4,80,390.0,58,64,62,62,62,66.67
200,2025-12-16,zm_inapp_crash,Czech Republic,427,2025-12-16,17,1,21,2.0,100.0,0.0,100.0,21,1,41,41,2,41,2,2,41,100.0,17,32,32,32,32,0.0
201,2025-12-16,zm_inapp_crash,Poland,427,2025-12-16,28,4,97,1.0,0.0,0.0,0.0,97,4,97,97,4,97,4,4,97,400.0,84,84,83,83,83,25.0
202,2025-12-15,EKB_inapp_C,Czech Republic,7101,2025-12-15,4,2,72,3.0,50.0,50.0,50.0,257,6,257,257,6,257,6,6,257,200.0,219,219,219,219,219,50.0
203,2025-12-15,MarlerinoFB_DJ_C,Canada,Default,2025-12-15,1,1,25,3.0,100.0,0.0,100.0,25,1,25,74,3,74,3,3,74,130.0,22,22,57,57,57,0.0
204,2025-12-15,MarlerinoFB_DJ_C,Hungary,Default,2025-12-15,19,5,114,1.4,40.0,20.0,40.0,135,6,156,156,7,156,7,7,156,400.0,25,43,43,43,43,80.0
205,2025-12-15,MarlerinoFB_TC_C,Canada,DZ,2025-12-15,3,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,28,28,28,28,28,100.0
206,2025-12-15,MarlerinoFB_TC_C,Spain,DZ,2025-12-15,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,15,15,15,15,15,0.0
207,2025-12-15,MarlerinoFB_TC_C,Spain,YP,2025-12-15,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-30,-30,-30,-30,-30,100.0
208,2025-12-15,poxchka,Switzerland,130_13_multi18_lifehuk_Sergey,2025-12-15,1,1,53,1.0,0.0,0.0,0.0,53,1,53,53,1,53,1,1,53,200.0,44,44,44,44,44,100.0
209,2025-12-15,SAIDteam_FB2_S,Italy,Pushkin,2025-12-15,2,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,250.0,-2,-2,26,26,26,100.0
210,2025-12-15,SAIDteam_FB_S,Belgium,Averin,2025-12-15,1,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,571.9005291999999,24,24,24,24,24,0.0
211,2025-12-15,SAIDteam_FB_S,Poland,Milutin,2025-12-15,10,3,83,2.67,100.0,66.67,100.0,201,7,201,221,8,221,8,8,221,354.24118730000004,172,171,189,189,189,0.0
212,2025-12-15,SAIDteam2_S,Canada,grinevich,2025-12-15,11,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,460.74803775,19,19,19,19,19,0.0
213,2025-12-15,SAIDteam2_S,Czech Republic,grinevich,2025-12-15,4,2,72,2.5,100.0,50.0,100.0,93,3,195,195,5,195,5,5,195,246.05305725,-310,-220,-220,-220,-220,0.0
214,2025-12-15,TheOne_C,Spain,10071,2025-12-15,15,4,80,1.25,25.0,0.0,25.0,80,4,110,110,5,110,5,5,110,520.0,19,42,42,42,42,50.0
215,2025-12-15,TheOne_C,Italy,10004,2025-12-15,41,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,-10,-11,-11,-11,-11,50.0
216,2025-12-15,Trident_C,Austria,artemon,2025-12-15,6,1,50,2.0,100.0,0.0,100.0,50,1,100,100,2,100,2,2,100,130.0,44,90,90,90,90,100.0
217,2025-12-15,Trident_C,Austria,uvitalik,2025-12-15,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,100.0
218,2025-12-15,Trident_C,Canada,alex003,2025-12-15,6,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,100.0,28,28,28,28,28,100.0
219,2025-12-15,Trident_C,Czech Republic,eso,2025-12-15,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,70.0,15,9,9,9,9,100.0
220,2025-12-15,Trident_C,Switzerland,qqq,2025-12-15,5,1,53,1.0,0.0,0.0,0.0,53,1,53,53,1,53,1,1,53,170.0,-5,-5,-5,-5,-5,0.0
221,2025-12-15,TS_KOKO_C,Italy,45KO,2025-12-15,1,1,20,6.0,100.0,100.0,100.0,90,4,90,130,6,130,6,6,130,145.0,75,79,-237,-237,-237,0.0
222,2025-12-15,TS_TIGER_S,Greece,6TN,2025-12-15,8,2,40,2.0,50.0,50.0,50.0,60,3,80,80,4,80,4,4,80,260.0,10,30,70,70,70,100.0
223,2025-12-15,zm_crash,Belgium,0,2025-12-15,5,2,100,1.5,50.0,0.0,50.0,100,2,150,150,3,150,3,3,150,320.0,85,130,130,130,130,0.0
224,2025-12-15,zm_crash,Czech Republic,0,2025-12-15,5,1,21,9.0,100.0,100.0,100.0,41,2,82,185,9,185,9,9,185,100.0,-294,-307,-270,-270,-270,0.0
225,2025-12-15,zm_inapp_crash,Spain,ES_72_top.html,2025-12-15,2,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,-41,-41,-41,-41,-41,50.0
226,2025-12-15,zm_inapp_crash,Czech Republic,427,2025-12-15,19,3,62,2.0,33.33,0.0,33.33,62,3,62,144,6,144,6,6,144,300.0,-31,-9,122,122,122,0.0
227,2025-12-15,zm_inapp_crash,Czech Republic,yayki_cz.html,2025-12-15,3,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,100.0,16,16,16,16,16,0.0
228,2025-12-15,zm_inapp_crash,Italy,7211,2025-12-15,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,0.0
229,2025-12-15,zm_inapp_crash,Poland,427,2025-12-15,15,1,36,1.0,0.0,0.0,0.0,36,1,36,36,1,36,1,1,36,100.0,29,29,29,29,29,0.0
230,2025-12-15,zm_slot,Belgium,0,2025-12-15,1,1,20,3.0,100.0,100.0,100.0,70,3,70,70,3,70,3,3,70,200.0,59,58,58,58,58,0.0
231,2025-12-15,zm_slot,Czech Republic,0,2025-12-15,3,1,21,2.0,100.0,0.0,100.0,21,1,21,41,2,41,2,2,41,130.0,17,17,36,36,36,100.0
232,2025-12-15,zm_slot,Poland,0,2025-12-15,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,17,17,17,17,17,0.0
233,2025-12-14,AcePartners,Poland,92792,2025-12-14,4,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,11,11,11,11,11,0.0
234,2025-12-14,ASO_MM,Norway,Default,2025-12-14,3,1,20,3.0,100.0,100.0,100.0,60,3,60,60,3,60,3,3,60,180.0,52,52,52,52,52,0.0
235,2025-12-14,Dephouse,Australia,14274,2025-12-14,6,1,34,1.0,0.0,0.0,0.0,34,1,34,34,1,34,1,1,34,200.0,29,29,29,29,29,0.0
236,2025-12-14,EKB_inapp_C,Italy,7103,2025-12-14,22,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,12,16,17,17,17,100.0
237,2025-12-14,EKB_inapp_C,Norway,7101,2025-12-14,5,1,50,58.0,100.0,100.0,100.0,1159,44,1159,1260,49,1442,58,58,1442,150.0,996,996,1085,1256,1256,0.0
238,2025-12-14,FBMarlerino_1_C,Italy,ALX,2025-12-14,1,1,20,10.0,100.0,100.0,100.0,60,3,60,200,10,200,10,10,200,130.0,-191,52,182,182,182,0.0
239,2025-12-14,Marlerino_MM_C,Canada,RS,2025-12-14,17,2,56,1.0,0.0,0.0,0.0,56,2,56,56,2,56,2,2,56,260.0,48,48,48,48,48,50.0
240,2025-12-14,MarlerinoASO_C,Hungary,Default,2025-12-14,4,1,16,1.0,0.0,0.0,0.0,16,1,16,16,1,16,1,1,16,95.0,13,13,13,13,13,100.0
241,2025-12-14,MarlerinoFB_DJ_C,Austria,Default,2025-12-14,1,1,20,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,160.0,31,33,39,39,39,0.0
242,2025-12-14,MarlerinoFB_DJ_C,Hungary,Default,2025-12-14,38,5,171,1.4,40.0,40.0,40.0,223,7,223,223,7,223,7,7,223,400.0,152,118,131,131,131,60.0
243,2025-12-14,MarlerinoFB_DJ_C,Switzerland,Default,2025-12-14,2,1,21,4.0,100.0,100.0,100.0,85,4,85,85,4,85,4,4,85,200.0,75,75,75,75,75,0.0
244,2025-12-14,MarlerinoFB_TC_C,Canada,DZ,2025-12-14,6,3,87,1.0,0.0,0.0,0.0,87,3,87,87,3,87,3,3,87,390.0,75,74,74,74,74,66.67
245,2025-12-14,MarlerinoFB_TC_C,Spain,DZ,2025-12-14,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,17,17,17,100.0
246,2025-12-14,offerleader,Poland,Default,2025-12-14,1,1,24,5.0,100.0,100.0,100.0,47,2,114,114,5,114,5,5,114,150.0,-292,-238,-238,-238,-238,0.0
247,2025-12-14,poxchka,Italy,{t3},2025-12-14,1,1,20,3.0,100.0,0.0,100.0,60,3,60,60,3,60,3,3,60,130.0,47,46,46,46,46,0.0
248,2025-12-14,poxchka,Serbia,22icemix2M182smart8,2025-12-14,1,1,14,4.0,100.0,100.0,100.0,32,2,46,63,4,63,4,4,63,60.0,27,40,54,54,54,0.0
249,2025-12-14,SAIDteam_FB_S,Poland,Milutin,2025-12-14,8,2,59,2.5,100.0,100.0,100.0,142,5,142,142,5,142,5,5,142,399.8284576,122,123,123,123,123,0.0
250,2025-12-14,SAIDteam_FB_S,Poland,Sherekhov,2025-12-14,8,2,38,3.0,100.0,100.0,100.0,114,6,114,114,6,114,6,6,114,0.0,97,97,97,97,97,0.0
251,2025-12-14,SAIDteam2_S,Czech Republic,grinevich,2025-12-14,10,3,124,4.33,100.0,66.67,100.0,391,7,474,823,13,823,13,13,823,228.12828792000005,211,375,705,707,707,0.0
252,2025-12-14,TheOne_C,Spain,10071,2025-12-14,14,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,100.0
253,2025-12-14,TheOne_C,Italy,10004,2025-12-14,144,2,40,2.0,50.0,0.0,50.0,40,2,80,80,4,80,4,4,80,260.0,32,64,64,64,64,100.0
254,2025-12-14,Trident_C,Hungary,bobin,2025-12-14,2,1,16,1.0,0.0,0.0,0.0,16,1,16,16,1,16,1,1,16,50.0,1,7,7,7,7,100.0
255,2025-12-14,TS_KOKO_C,Italy,45KO,2025-12-14,3,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,145.0,-27,-27,-27,-27,-27,100.0
256,2025-12-14,TS_TIGER_S,Greece,6TN,2025-12-14,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,0.0
257,2025-12-14,zm_crash,Belgium,568,2025-12-14,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,18,18,18,18,18,100.0
258,2025-12-14,zm_crash,Czech Republic,0,2025-12-14,5,1,51,4.0,100.0,100.0,100.0,175,4,175,175,4,175,4,4,175,100.0,154,154,154,154,154,0.0
259,2025-12-14,zm_crash,Switzerland,0,2025-12-14,2,1,160,8.0,100.0,100.0,100.0,1893,8,1893,1893,8,1893,8,8,1893,200.0,1424,1424,1424,1424,1424,0.0
260,2025-12-14,zm_inapp_crash,Spain,ES_72_top.html,2025-12-14,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,0.0
261,2025-12-14,zm_slot,Czech Republic,0,2025-12-14,1,1,41,4.0,100.0,100.0,100.0,82,3,82,109,4,109,4,4,109,130.0,62,62,31,85,85,0.0
262,2025-12-13,AcePartners,Poland,92792,2025-12-13,6,2,59,2.0,50.0,50.0,50.0,78,3,111,111,4,111,4,4,111,300.0,66,95,95,95,95,50.0
263,2025-12-13,AcePartners,Portugal,Default,2025-12-13,1,1,20,2.0,100.0,0.0,100.0,20,1,20,40,2,40,2,2,40,0.0,-196,-199,-183,-183,-183,0.0
264,2025-12-13,EKB_inapp_C,Italy,7103,2025-12-13,13,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,34,34,34,34,34,100.0
265,2025-12-13,EKB_inapp_C,Norway,7101,2025-12-13,21,3,126,2.67,66.67,66.67,66.67,441,8,441,441,8,441,8,8,441,450.0,384,379,379,379,379,33.33
266,2025-12-13,GorillaTraff_C,Belgium,SRJ,2025-12-13,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,3,3,3,3,3,0.0
267,2025-12-13,Marlerino_MM_C,Canada,RS,2025-12-13,33,8,222,1.75,25.0,12.5,25.0,309,11,365,389,14,389,14,14,389,1040.0,114,176,277,349,349,75.0
268,2025-12-13,MarlerinoASO_C,Hungary,Default,2025-12-13,4,1,26,1.0,0.0,0.0,0.0,26,1,26,26,1,26,1,1,26,95.0,22,22,22,22,22,0.0
269,2025-12-13,MarlerinoFB_DJ_C,Hungary,Default,2025-12-13,41,5,104,1.2,20.0,0.0,20.0,104,5,104,119,6,119,6,6,119,400.0,65,61,92,97,97,40.0
270,2025-12-13,MarlerinoFB_TC_C,Canada,DZ,2025-12-13,6,3,80,1.67,33.33,33.33,33.33,142,5,142,142,5,142,5,5,142,390.0,119,119,120,120,120,66.67
271,2025-12-13,MarlerinoFB_TC_C,Hungary,DZ,2025-12-13,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,80.0,14,14,18,18,18,100.0
272,2025-12-13,MarlerinoFB_TC_C,Poland,AI,2025-12-13,4,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,100.0,20,20,20,20,20,0.0
273,2025-12-13,RMT_one_C,Italy,32005,2025-12-13,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,15,15,16,16,16,0.0
274,2025-12-13,RMT_one_C,Norway,32010,2025-12-13,4,1,50,16.0,100.0,100.0,100.0,1144,16,1144,1144,16,1144,16,16,1144,150.0,1048,1048,1048,1048,1048,100.0
275,2025-12-13,SAIDteam_FB2_S,Italy,Pushkin,2025-12-13,1,1,20,2.0,100.0,0.0,100.0,40,2,40,40,2,40,2,2,40,250.0,21,20,20,20,20,0.0
276,2025-12-13,SAIDteam_FB_S,Denmark,Kolupaev,2025-12-13,10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,16,16,16,16,16,0.0
277,2025-12-13,SAIDteam_FB_S,Greece,Averin,2025-12-13,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,10.6384512,15,15,15,15,15,0.0
278,2025-12-13,SAIDteam_FB_S,Italy,Sherekhov,2025-12-13,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,270.6156024,18,18,18,18,18,100.0
279,2025-12-13,SAIDteam_FB_S,Poland,Milutin,2025-12-13,6,2,47,3.5,50.0,50.0,50.0,114,5,133,152,7,152,7,7,152,446.7595418,95,111,128,128,128,0.0
280,2025-12-13,SAIDteam_FB_S,Poland,Sherekhov,2025-12-13,15,2,59,2.5,50.0,50.0,50.0,95,3,95,190,5,190,5,5,190,0.0,83,83,177,177,177,0.0
281,2025-12-13,SAIDteam2_S,Belgium,Ilyhin,2025-12-13,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,14,15,15,15,15,0.0
282,2025-12-13,SAIDteam2_S,Czech Republic,grinevich,2025-12-13,2,1,103,39.0,100.0,100.0,100.0,1504,18,1874,2305,32,2782,39,39,2782,129.80018636,1376,1685,1432,1171,1171,0.0
283,2025-12-13,TheOne_C,Italy,10004,2025-12-13,204,12,300,1.0,0.0,0.0,0.0,300,12,300,300,12,300,12,12,300,1560.0,144,150,168,168,168,58.33
284,2025-12-13,Trident_C,Austria,bobin,2025-12-13,8,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,43,43,43,43,43,100.0
285,2025-12-13,Trident_C,Austria,qqq,2025-12-13,22,4,140,1.75,25.0,25.0,25.0,270,7,270,270,7,270,7,7,270,520.0,189,189,189,189,189,50.0
286,2025-12-13,Trident_C,Austria,uliza,2025-12-13,34,10,238,1.1,10.0,10.0,10.0,258,11,258,258,11,258,11,11,258,1300.0,44,36,37,37,37,70.0
287,2025-12-13,Trident_C,Belgium,qqq,2025-12-13,9,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,15,15,15,15,15,100.0
288,2025-12-13,Trident_C,Canada,alex003,2025-12-13,6,2,62,3.5,50.0,50.0,50.0,161,6,161,185,7,185,7,7,185,200.0,144,143,166,165,165,100.0
289,2025-12-13,Trident_C,Norway,uliza,2025-12-13,3,1,21,5.0,100.0,100.0,100.0,84,4,105,105,5,105,5,5,105,120.0,57,76,76,76,76,0.0
290,2025-12-13,TS_KOKO_C,Italy,45KO,2025-12-13,5,2,40,1.5,50.0,0.0,50.0,60,3,60,60,3,60,3,3,60,290.0,39,45,45,45,45,50.0
291,2025-12-13,zm_crash,Czech Republic,930,2025-12-13,6,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,100.0,18,18,18,18,18,100.0
292,2025-12-13,zm_crash,Greece,925,2025-12-13,21,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,200.0,33,32,27,27,27,100.0
293,2025-12-13,zm_crash,Poland,Chicken_infl,2025-12-13,3,1,36,1.0,0.0,0.0,0.0,36,1,36,36,1,36,1,1,36,100.0,31,31,31,31,31,0.0
294,2025-12-13,zm_crash,Poland,Subway,2025-12-13,4,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,100.0,17,17,17,17,17,100.0
