,Cohort Date,Split 1,Split 2,Split 3,Cohort Date.1,Registration C,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share
597,2025-12-01,zm_crash,Poland,0,2025-12-01,6,1,19,14.0,100.0,0.0,0.0,19,1,19,19,1,279,13,14,303,100.0,15,15,15,246,268,0.0
598,2025-12-01,zm_slot,Poland,0,2025-12-01,3,1,24,2.0,100.0,100.0,100.0,47,2,47,47,2,47,2,2,47,150.0,39,39,39,39,39,0.0
599,2025-11-30,AcePartners,Poland,92792,2025-11-30,11,1,47,1.0,0.0,0.0,0.0,47,1,47,47,1,47,1,1,47,150.0,42,42,42,42,42,0.0
600,2025-11-30,DV_Verum_C,Australia,568,2025-11-30,1,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,96.0,22,22,22,22,22,0.0
601,2025-11-30,DV_Verum_C,Canada,568,2025-11-30,10,3,86,1.0,0.0,0.0,0.0,86,3,86,86,3,86,3,3,86,289.0,-4,-4,-4,-4,-4,66.67
602,2025-11-30,MarlerinoFB_DJ_C,Austria,Default,2025-11-30,2,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,40,40,42,42,42,100.0
603,2025-11-30,MarlerinoFB_DJ_C,Canada,Default,2025-11-30,1,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,23,23,23,23,23,0.0
604,2025-11-30,MarlerinoFB_DJ_C,Czech Republic,Default,2025-11-30,6,2,41,1.0,0.0,0.0,0.0,41,2,41,41,2,41,2,2,41,200.0,33,33,33,33,33,50.0
605,2025-11-30,MarlerinoFB_DJ_C,Hungary,Default,2025-11-30,3,1,26,2.0,100.0,0.0,100.0,52,2,52,52,2,52,2,2,52,80.0,47,49,49,49,49,0.0
606,2025-11-30,MarlerinoFB_DJ_C,Italy,Default,2025-11-30,17,3,90,2.0,66.67,33.33,66.67,110,4,110,150,6,150,6,6,150,360.0,92,70,121,121,121,33.33
607,2025-11-30,MarlerinoFB_DJ_C,Saudi Arabia,Default,2025-11-30,2,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,0.0,30,30,30,30,30,100.0
608,2025-11-30,MarlerinoFB_DJ_C,Switzerland,Default,2025-11-30,2,1,54,1.0,0.0,0.0,0.0,54,1,54,54,1,54,1,1,54,200.0,47,47,47,47,47,100.0
609,2025-11-30,MarlerinoFB_TC_C,Hungary,DZ,2025-11-30,2,1,26,1.0,0.0,0.0,0.0,26,1,26,26,1,26,1,1,26,80.0,21,21,21,21,21,100.0
610,2025-11-30,PVT_INC,Belgium,Default,2025-11-30,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,14,14,14,14,14,0.0
611,2025-11-30,SAIDteam2_S,Canada,grinevich,2025-11-30,34,6,179,4.0,66.67,66.67,66.67,315,11,345,512,17,809,24,24,809,931.105032,273,297,433,691,690,16.67
612,2025-11-30,SAIDteam2_S,Czech Republic,grinevich,2025-11-30,11,2,41,1.5,50.0,50.0,50.0,62,3,62,62,3,62,3,3,62,1001.3425422,52,52,52,52,52,0.0
613,2025-11-30,TS_KOKO_C,Italy,45KO,2025-11-30,138,8,190,1.0,0.0,0.0,0.0,190,8,190,190,8,190,8,8,190,1040.0,-43,-44,-22,-22,-22,50.0
614,2025-11-30,Tsquad_SPEND_S,Italy,21SD,2025-11-30,1,1,100,1.0,0.0,0.0,0.0,100,1,100,100,1,100,1,1,100,794.1956220000001,70,70,70,70,70,0.0
615,2025-11-30,Tsquad_SPEND_S,Italy,30SD,2025-11-30,3,1,100,8.0,100.0,100.0,100.0,900,8,900,900,8,900,8,8,900,0.0,777,777,777,777,777,0.0
616,2025-11-30,zm_crash,Czech Republic,0,2025-11-30,4,2,72,4.0,100.0,100.0,100.0,632,7,632,673,8,673,8,8,673,200.0,511,511,547,548,548,50.0
617,2025-11-30,zm_crash,Czech Republic,726,2025-11-30,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,100.0,15,15,15,15,15,100.0
618,2025-11-30,zm_crash,Poland,0,2025-11-30,9,2,38,1.0,0.0,0.0,0.0,38,2,38,38,2,38,2,2,38,200.0,32,32,32,32,32,0.0
619,2025-11-30,zm_inapp_crash,Italy,721,2025-11-30,2,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,130.0,35,35,35,35,35,0.0
620,2025-11-29,DV_Verum_C,Australia,568,2025-11-29,1,1,28,4.0,100.0,0.0,100.0,28,1,28,56,2,56,2,4,113,96.0,-40,21,46,46,93,0.0
621,2025-11-29,DV_Verum_C,Australia,569,2025-11-29,1,1,28,3.0,100.0,100.0,100.0,73,3,73,73,3,73,3,3,73,96.0,60,60,60,60,60,100.0
622,2025-11-29,DV_Verum_C,Belgium,568,2025-11-29,1,1,53,4.0,100.0,0.0,100.0,53,1,93,93,2,273,4,4,273,126.0,47,81,81,239,239,0.0
623,2025-11-29,GorillaTraff_C,Belgium,bratto,2025-11-29,3,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,160.0,2,7,7,6,35,0.0
624,2025-11-29,MarlerinoFB_DJ_C,Austria,Default,2025-11-29,4,1,25,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,160.0,40,38,38,39,39,100.0
625,2025-11-29,MarlerinoFB_DJ_C,Canada,Default,2025-11-29,2,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,130.0,22,22,22,22,22,100.0
626,2025-11-29,MarlerinoFB_DJ_C,Spain,Default,2025-11-29,4,2,40,1.5,50.0,0.0,50.0,40,2,60,60,3,60,3,3,60,220.0,-82,53,53,53,53,100.0
627,2025-11-29,MarlerinoFB_DJ_C,Czech Republic,Default,2025-11-29,10,1,54,1.0,0.0,0.0,0.0,54,1,54,54,1,54,1,1,54,100.0,41,47,47,47,47,100.0
628,2025-11-29,MarlerinoFB_DJ_C,Poland,Default,2025-11-29,9,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,100.0,28,28,28,28,28,0.0
629,2025-11-29,SAIDteam2_S,Canada,grinevich,2025-11-29,46,11,315,2.36,36.36,18.18,27.27,469,17,469,469,17,587,21,26,736,1159.8462018000002,232,198,317,-151,-25,9.09
630,2025-11-29,SAIDteam2_S,Czech Republic,grinevich,2025-11-29,17,4,83,1.75,50.0,0.0,25.0,83,4,106,106,5,147,7,7,147,1351.2037968000002,-38,3,3,37,35,0.0
631,2025-11-29,SAIDteam2_S,Poland,Stacenko,2025-11-29,9,1,35,2.0,100.0,100.0,100.0,59,2,59,59,2,59,2,2,59,386.3793648,51,51,51,51,51,0.0
632,2025-11-29,TS_KOKO_C,Italy,45KO,2025-11-29,78,6,120,6.33,33.33,33.33,33.33,320,16,500,750,36,790,38,38,790,780.0,273,437,661,693,693,50.0
633,2025-11-29,zm_inapp_crash,Greece,т5,2025-11-29,1,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,100.0,37,37,37,37,37,0.0
634,2025-11-28,DV_Verum_C,Canada,568,2025-11-28,36,2,61,1.0,0.0,0.0,0.0,61,2,61,61,2,61,2,2,61,193.0,35,34,34,34,34,50.0
635,2025-11-28,DV_Verum_C,Switzerland,568,2025-11-28,1,1,21,9.0,100.0,100.0,100.0,75,3,204,204,7,204,7,9,247,166.0,66,182,182,182,220,100.0
636,2025-11-28,GorillaTraff_C,Belgium,bratto,2025-11-28,6,4,170,2.0,50.0,50.0,50.0,335,8,335,335,8,335,8,8,335,640.0,241,237,237,237,237,25.0
637,2025-11-28,MarlerinoFB_DJ_C,Spain,Default,2025-11-28,11,2,50,5.0,50.0,50.0,50.0,130,6,150,190,9,190,9,10,210,220.0,108,126,162,162,179,50.0
638,2025-11-28,MarlerinoFB_DJ_C,Hungary,Default,2025-11-28,7,2,73,11.0,50.0,50.0,50.0,126,5,241,650,21,671,22,22,671,160.0,112,211,416,435,435,50.0
639,2025-11-28,MarlerinoFB_DJ_C,Italy,Default,2025-11-28,5,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,120.0,-1,-12,29,38,38,0.0
640,2025-11-28,Quaddd,Poland,45,2025-11-28,1,1,35,6.0,100.0,0.0,100.0,35,1,59,122,4,178,6,6,178,150.0,28,46,98,150,150,0.0
641,2025-11-28,SAIDteam2_S,Canada,grinevich,2025-11-28,36,6,203,3.0,66.67,50.0,66.67,493,14,493,517,15,576,17,18,601,1042.4015316,253,322,369,381,402,0.0
642,2025-11-28,SAIDteam2_S,Czech Republic,grinevich,2025-11-28,4,1,52,9.0,100.0,100.0,100.0,186,5,186,218,6,382,9,9,382,862.6771296,53,53,79,221,220,0.0
643,2025-11-28,SAIDteam2_S,Poland,Stacenko,2025-11-28,10,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,386.3793648,15,15,15,15,15,0.0
644,2025-11-28,Trident_C,Canada,vetalfb,2025-11-28,3,2,56,2.0,50.0,50.0,50.0,86,3,117,117,4,117,4,4,117,200.0,74,96,97,96,97,100.0
645,2025-11-28,Trident_C,Czech Republic,bobin,2025-11-28,1,1,62,2.0,100.0,100.0,100.0,83,2,83,83,2,83,2,2,83,70.0,60,59,59,59,59,0.0
646,2025-11-28,Trident_C,Switzerland,dimon,2025-11-28,1,1,54,2.0,100.0,100.0,100.0,75,2,75,75,2,75,2,2,75,170.0,62,62,62,62,62,100.0
647,2025-11-28,TS_KOKO_C,Italy,45KO,2025-11-28,174,22,508,2.86,31.82,22.73,27.27,858,34,878,998,40,1258,52,63,1492,2860.0,582,639,745,808,686,63.64
648,2025-11-28,zm_crash,Poland,0,2025-11-28,7,2,47,1.5,50.0,50.0,50.0,71,3,71,71,3,71,3,3,71,200.0,59,59,59,60,60,50.0
649,2025-11-28,zm_inapp_crash,Greece,7211,2025-11-28,1,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,100.0,72,72,72,72,72,0.0
650,2025-11-28,zm_slot,Poland,0,2025-11-28,4,1,19,3.0,100.0,100.0,100.0,38,2,38,38,2,38,2,3,57,150.0,32,32,32,32,48,0.0
651,2025-11-27,AcePartners,Poland,92792,2025-11-27,4,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,28,28,28,28,28,0.0
652,2025-11-27,DV_Verum_C,Australia,568,2025-11-27,31,3,84,1.67,33.33,33.33,33.33,101,4,118,118,5,118,5,5,118,289.0,48,88,87,87,87,66.67
653,2025-11-27,DV_Verum_C,Canada,568,2025-11-27,29,3,86,1.0,0.0,0.0,0.0,86,3,86,86,3,86,3,3,86,289.0,-65,-70,30,48,47,33.33
654,2025-11-27,DV_Verum_C,Switzerland,568,2025-11-27,1,1,32,1.0,0.0,0.0,0.0,32,1,32,32,1,32,1,1,32,166.0,22,22,22,26,26,0.0
655,2025-11-27,MarlerinoFB_DJ_C,Austria,Default,2025-11-27,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,15,15,15,15,15,0.0
656,2025-11-27,MarlerinoFB_DJ_C,Canada,Default,2025-11-27,3,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,-2,-2,-2,-2,-2,0.0
657,2025-11-27,MarlerinoFB_DJ_C,Spain,Default,2025-11-27,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,110.0,16,16,16,16,16,100.0
658,2025-11-27,MarlerinoFB_TC_C,Hungary,DZ,2025-11-27,5,2,47,1.0,0.0,0.0,0.0,47,2,47,47,2,47,2,2,47,160.0,-1,6,38,38,38,50.0
659,2025-11-27,MarlerinoFB_TC_C,Italy,DZ,2025-11-27,3,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,2,2,38,38,38,100.0
660,2025-11-27,SAIDteam2_S,Canada,grinevich,2025-11-27,24,3,92,1.33,33.33,0.0,33.33,117,4,117,117,4,117,4,4,117,895.74936776,101,100,100,100,100,0.0
661,2025-11-27,SAIDteam2_S,Czech Republic,grinevich,2025-11-27,6,1,21,2.0,100.0,100.0,100.0,41,2,41,41,2,41,2,2,41,723.6504124200002,32,32,32,32,32,0.0
662,2025-11-27,SAIDteam2_S,Italy,Ilyhin,2025-11-27,1,1,50,3.0,100.0,100.0,100.0,70,2,70,70,2,90,3,3,90,0.0,54,53,53,47,72,0.0
663,2025-11-27,SAIDteam2_S,Poland,Stacenko,2025-11-27,6,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,389.27037799000004,15,15,15,15,15,0.0
664,2025-11-27,Trident_C,Austria,kls,2025-11-27,2,1,20,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,130.0,41,41,38,38,38,0.0
665,2025-11-27,Trident_C,Canada,alex003,2025-11-27,1,1,37,1.0,0.0,0.0,0.0,37,1,37,37,1,37,1,1,37,100.0,34,34,34,34,34,100.0
666,2025-11-27,Trident_C,Canada,vetalfb,2025-11-27,6,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,100.0,28,28,28,28,28,100.0
667,2025-11-27,Trident_C,Switzerland,kls,2025-11-27,2,1,21,2.0,100.0,100.0,100.0,43,2,43,43,2,43,2,2,43,170.0,13,34,35,36,36,100.0
668,2025-11-27,TS_DOPE_SLOT,Italy,16DP,2025-11-27,1,1,75,4.0,100.0,0.0,0.0,75,1,75,75,1,275,3,4,325,200.0,52,52,52,-63,-35,0.0
669,2025-11-27,TS_KOKO_C,Italy,45KO,2025-11-27,188,12,240,4.83,25.0,16.67,25.0,695,23,715,1235,37,1595,49,58,1825,1560.0,113,-251,-361,-37,174,58.33
670,2025-11-27,zm_crash,Belgium,0,2025-11-27,2,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,320.0,27,27,27,27,27,50.0
671,2025-11-27,zm_crash,Belgium,568,2025-11-27,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,-23,-23,18,18,18,100.0
672,2025-11-27,zm_crash,Poland,964,2025-11-27,13,3,78,2.33,33.33,33.33,33.33,220,7,220,220,7,220,7,7,220,300.0,156,156,190,190,190,33.33
673,2025-11-27,zm_slot,Canada,580,2025-11-27,1,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,180.0,5,19,19,19,19,100.0
674,2025-11-27,zm_slot,Spain,0,2025-11-27,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,18,18,18,18,18,0.0
675,2025-11-26,MarlerinoFB_DJ_C,Austria,Default,2025-11-26,5,2,70,1.5,50.0,0.0,0.0,70,2,70,70,2,90,3,3,90,320.0,51,54,55,75,75,0.0
676,2025-11-26,MarlerinoFB_DJ_C,Belgium,Default,2025-11-26,1,1,50,2.0,100.0,100.0,100.0,100,2,100,100,2,100,2,2,100,160.0,90,90,90,90,90,0.0
677,2025-11-26,MarlerinoFB_DJ_C,Spain,Default,2025-11-26,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,110.0,18,18,18,18,18,100.0
678,2025-11-26,MarlerinoFB_DJ_C,Italy,Default,2025-11-26,5,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,120.0,-16,-16,46,46,46,100.0
679,2025-11-26,MarlerinoFB_DJ_C,Poland,Default,2025-11-26,7,2,38,1.0,0.0,0.0,0.0,38,2,38,38,2,38,2,2,38,200.0,29,29,29,29,29,100.0
680,2025-11-26,MarlerinoFB_R_C,Spain,Default,2025-11-26,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-3,-3,-3,-3,-3,0.0
681,2025-11-26,MarlerinoFB_TC_C,Spain,DZ,2025-11-26,6,1,50,2.0,100.0,100.0,100.0,75,2,75,75,2,75,2,2,75,130.0,64,64,64,64,64,0.0
682,2025-11-26,MarlerinoFB_TC_C,Hungary,DZ,2025-11-26,2,1,26,6.0,100.0,0.0,100.0,26,1,68,68,3,264,4,6,321,80.0,-39,-24,6,-295,87,0.0
683,2025-11-26,SAIDteam2_S,Canada,grinevich,2025-11-26,20,6,178,1.33,33.33,33.33,33.33,239,8,239,239,8,239,8,8,239,647.6406495,186,186,189,189,189,33.33
684,2025-11-26,SAIDteam2_S,Czech Republic,grinevich,2025-11-26,11,3,62,2.67,66.67,33.33,33.33,113,5,113,113,5,113,5,8,175,789.72295792,95,95,95,95,149,0.0
685,2025-11-26,SAIDteam2_S,Poland,Stacenko,2025-11-26,9,3,106,1.0,0.0,0.0,0.0,106,3,106,106,3,106,3,3,106,317.64991232,7,37,78,80,80,0.0
686,2025-11-26,Trident_C,Spain,vetalfb,2025-11-26,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,110.0,15,15,15,15,15,0.0
687,2025-11-26,TS_DOPE_SLOT,Italy,16DP,2025-11-26,2,1,40,18.0,100.0,100.0,100.0,100,3,100,256,9,452,16,18,532,200.0,-16,-16,153,-420,-422,0.0
688,2025-11-26,TS_KOKO_C,Italy,45KO,2025-11-26,268,26,550,2.88,34.62,23.08,30.77,940,41,1210,1375,55,2047,69,75,2232,3380.0,321,571,748,1287,1430,61.54
689,2025-11-26,zm_crash,Czech Republic,0,2025-11-26,7,2,41,3.5,100.0,0.0,100.0,62,3,104,104,5,124,6,7,145,200.0,4,73,83,100,118,50.0
690,2025-11-26,zm_crash,Hungary,0,2025-11-26,1,1,21,2.0,100.0,100.0,100.0,42,2,42,42,2,42,2,2,42,80.0,36,36,36,36,36,0.0
691,2025-11-26,zm_crash,Portugal,463,2025-11-26,1,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,75.0,17,17,18,18,36,100.0
692,2025-11-26,zm_inapp_crash,Italy,7211,2025-11-26,11,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,130.0,34,34,34,34,34,100.0
693,2025-11-26,zm_slot,Belgium,0,2025-11-26,2,2,70,36.5,50.0,50.0,50.0,560,15,640,770,22,2325,58,73,2845,400.0,483,552,666,2045,2505,0.0
694,2025-11-26,zm_slot,Poland,0,2025-11-26,1,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,150.0,22,22,22,22,22,0.0
695,2025-11-25,044agency,Spain,bnyz,2025-11-25,4,1,30,29.0,100.0,0.0,100.0,30,1,110,200,7,320,12,29,760,180.0,-109,85,165,-90,298,0.0
696,2025-11-25,DV_Verum_C,Belgium,568,2025-11-25,16,1,50,2.0,100.0,100.0,100.0,100,2,100,100,2,100,2,2,100,126.0,-44,-44,-44,-44,-44,0.0
697,2025-11-25,DV_Verum_C,Portugal,568,2025-11-25,7,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,83.0,30,30,31,31,31,50.0
698,2025-11-25,GorillaTraff_C,Belgium,bratto,2025-11-25,4,1,50,4.0,100.0,100.0,100.0,110,4,110,110,4,110,4,4,110,160.0,93,93,93,93,93,0.0
699,2025-11-25,MarlerinoFB_DJ_C,Canada,Default,2025-11-25,1,1,25,2.0,100.0,100.0,100.0,49,2,49,49,2,49,2,2,49,130.0,39,37,37,37,37,0.0
700,2025-11-25,MarlerinoFB_DJ_C,Spain,Default,2025-11-25,3,3,60,1.0,0.0,0.0,0.0,60,3,60,60,3,60,3,3,60,330.0,34,47,48,48,48,100.0
701,2025-11-25,MarlerinoFB_DJ_C,Hungary,Default,2025-11-25,4,1,16,2.0,100.0,100.0,100.0,31,2,31,31,2,31,2,2,31,80.0,28,28,28,28,28,100.0
702,2025-11-25,MarlerinoFB_DJ_C,Poland,Default,2025-11-25,2,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,100.0,20,20,20,20,20,100.0
703,2025-11-25,MarlerinoFB_TC_C,Hungary,DZ,2025-11-25,7,2,42,1.0,0.0,0.0,0.0,42,2,42,42,2,42,2,2,42,160.0,34,34,34,34,34,100.0
704,2025-11-25,SAIDteam2_S,Canada,grinevich,2025-11-25,7,1,25,2.0,100.0,0.0,100.0,25,1,49,49,2,49,2,2,49,282.74655227,-35,-14,-14,-14,-14,0.0
705,2025-11-25,SAIDteam2_S,Czech Republic,grinevich,2025-11-25,11,2,93,18.0,50.0,50.0,50.0,548,11,838,1211,25,1438,31,36,1634,590.55685377,347,599,915,1108,1290,0.0
706,2025-11-25,Trident_C,Canada,vetalfb,2025-11-25,10,2,61,1.0,0.0,0.0,0.0,61,2,61,61,2,61,2,2,61,220.0,-4,-4,-4,-4,-4,0.0
707,2025-11-25,TS_DOPE_SLOT,Italy,16DP,2025-11-25,19,5,148,1.0,0.0,0.0,0.0,148,5,148,148,5,148,5,5,148,1000.0,-349,-350,-348,-347,-347,20.0
708,2025-11-25,TS_KOKO_C,Italy,45KO,2025-11-25,26,2,70,1.5,50.0,50.0,50.0,90,3,90,90,3,90,3,3,90,260.0,74,74,74,74,74,0.0
709,2025-11-25,Tsquad_SPEND_S,Italy,30SD,2025-11-25,5,2,120,2.0,50.0,50.0,50.0,160,4,160,160,4,160,4,4,160,259.1216463,-214,-172,-173,-173,-173,0.0
710,2025-11-25,zm_crash,Italy,0,2025-11-25,1,1,70,1.0,0.0,0.0,0.0,70,1,70,70,1,70,1,1,70,130.0,54,53,53,53,53,0.0
711,2025-11-25,zm_crash,Poland,0,2025-11-25,6,2,71,8.0,50.0,50.0,50.0,142,4,274,440,13,523,15,16,546,200.0,-102,12,153,224,244,0.0
712,2025-11-25,zm_inapp_crash,Italy,7211,2025-11-25,15,1,20,4.0,100.0,100.0,100.0,60,3,60,80,4,80,4,4,80,130.0,33,53,69,69,69,100.0
713,2025-11-24,MarlerinoFB_R_C,Spain,Default,2025-11-24,15,2,40,4.0,100.0,50.0,100.0,60,3,140,160,8,160,8,8,160,260.0,51,117,134,135,135,50.0
714,2025-11-24,MarlerinoFB_TC_C,Spain,DZ,2025-11-24,22,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-75,-38,-37,-33,-33,100.0
715,2025-11-24,MarlerinoFB_TC_C,Spain,EM,2025-11-24,5,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,100.0
716,2025-11-24,MarlerinoFB_TC_C,Hungary,DZ,2025-11-24,5,3,73,1.0,0.0,0.0,0.0,73,3,73,73,3,73,3,3,73,240.0,5,5,6,6,8,66.67
717,2025-11-24,SAIDteam2_S,Czech Republic,grinevich,2025-11-24,3,2,72,10.0,50.0,50.0,50.0,483,20,483,483,20,483,20,20,483,356.47486875000004,-163,-162,-162,-162,-162,0.0
718,2025-11-24,Trident_C,Canada,vetalfb,2025-11-24,15,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,110.0,19,12,18,18,18,100.0
719,2025-11-24,Trident_C,Denmark,vetalfb,2025-11-24,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,140.0,12,12,12,12,12,100.0
720,2025-11-24,Trident_C,Switzerland,bobin,2025-11-24,1,1,54,4.0,100.0,100.0,100.0,97,3,118,118,4,118,4,4,118,190.0,78,91,94,94,94,100.0
721,2025-11-24,TS_DOPE_SLOT,Italy,16DP,2025-11-24,27,9,270,4.78,44.44,33.33,44.44,375,14,535,645,22,1505,43,43,1505,1780.0,227,375,380,1276,1276,33.33
722,2025-11-24,Tsquad_SPEND_S,Italy,24SD,2025-11-24,1,1,50,5.0,100.0,100.0,100.0,70,2,130,130,5,130,5,5,130,491.52757499999996,50,98,97,97,97,0.0
723,2025-11-24,zm_crash,Belgium,0,2025-11-24,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,-20,-4,7,15,15,100.0
724,2025-11-24,zm_crash,Italy,920,2025-11-24,1,1,50,4.0,100.0,100.0,100.0,70,2,140,140,4,140,4,4,140,130.0,-19,120,120,120,120,0.0
725,2025-11-24,zm_inapp_crash,Italy,7018,2025-11-24,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,15,15,16,16,16,100.0
726,2025-11-24,zm_slot,Belgium,0,2025-11-24,1,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,200.0,20,24,23,23,23,0.0
727,2025-11-23,MarlerinoFB_DJ_C,Austria,Default,2025-11-23,2,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,320.0,57,-1094,-1094,139,139,0.0
728,2025-11-23,MarlerinoFB_DJ_C,Czech Republic,Default,2025-11-23,9,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,100.0,16,16,16,16,16,100.0
729,2025-11-23,MarlerinoFB_DJ_C,Italy,Default,2025-11-23,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,18,18,18,18,18,0.0
730,2025-11-23,MarlerinoFB_DJ_C,Switzerland,Default,2025-11-23,1,1,21,2.0,100.0,100.0,100.0,43,2,43,43,2,43,2,2,43,200.0,36,35,35,35,35,0.0
731,2025-11-23,MarlerinoFB_TC_C,Austria,DZ,2025-11-23,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,16,16,16,16,16,100.0
732,2025-11-23,MarlerinoFB_TC_C,Spain,DZ,2025-11-23,30,5,130,1.4,40.0,20.0,40.0,205,7,205,205,7,205,7,7,205,650.0,11,11,11,11,11,40.0
733,2025-11-23,MarlerinoFB_TC_C,Spain,EM,2025-11-23,9,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,130.0,66,66,66,66,66,0.0
734,2025-11-23,MarlerinoFB_TC_C,Hungary,DZ,2025-11-23,6,4,98,1.25,25.0,25.0,25.0,119,5,119,119,5,119,5,5,119,320.0,-79,40,40,95,95,50.0
735,2025-11-23,MarlerinoFB_TC_C,Italy,DZ,2025-11-23,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,0.0
736,2025-11-23,SAIDteam2_S,Czech Republic,grinevich,2025-11-23,6,1,103,1.0,0.0,0.0,0.0,103,1,103,103,1,103,1,1,103,399.63919892,78,78,80,80,80,0.0
737,2025-11-23,Trident_C,Austria,bobin,2025-11-23,13,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,150.0,13,13,13,13,13,0.0
738,2025-11-23,Trident_C,Canada,bobin,2025-11-23,5,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,120.0,17,17,16,16,16,100.0
739,2025-11-23,Trident_C,Canada,vetalfb,2025-11-23,18,4,111,1.25,25.0,25.0,25.0,142,5,142,142,5,142,5,5,142,480.0,103,103,103,113,113,75.0
740,2025-11-23,Trident_C,Switzerland,alex003,2025-11-23,1,1,54,1.0,0.0,0.0,0.0,54,1,54,54,1,54,1,1,54,190.0,46,46,46,46,46,100.0
741,2025-11-23,TS_DOPE_SLOT,Italy,16DP,2025-11-23,15,3,120,15.0,33.33,33.33,33.33,170,4,170,945,21,985,23,45,1577,540.0,-2605,-4442,469,519,1024,0.0
742,2025-11-23,Tsquad_SPEND_S,Italy,30SD,2025-11-23,5,1,25,3.0,100.0,100.0,100.0,45,2,65,65,3,65,3,3,65,358.1355142,15,30,49,49,49,0.0
